row  number,age,work sector,salery,savings,Food expenses (month),zip code,other expenses (month),educaion years,economic class
2894,33,A,3954,17195,1162,16323,1566,14,3
2895,37,C,3605,7306,1066,24346,1260,15,3
2896,44,C,3859,10657,781,25081,1340,14,3
2897,40,C,2652,5129,979,27146,2055,18,1
2898,39,B,8253,26940,1086,23144,1231,18,8
2899,37,B,6017,18107,1126,23059,1673,18,5
2900,38,B,7069,17239,1305,23019,1194,20,6
2901,49,D,3061,6082,505,28144,2283,13,1
2902,39,B,6105,21991,1181,23120,1780,19,5
2903,38,E,6642,29176,916,28965,1347,21,6
2904,31,C,2921,8213,693,25958,2278,16,1
2905,24,C,3132,5367,593,24511,1502,16,2
2906,46,B,6939,17817,1034,22898,1590,22,6
2907,31,D,2428,4417,478,28146,1879,15,1
2908,45,D,2166,3437,539,28035,2337,14,0
2909,53,E,7591,16773,1578,29634,1566,18,7
2910,33,B,7896,14219,1307,22891,2176,17,6
2911,24,A,5293,32531,752,14764,2134,17,4
2912,44,D,1761,2283,501,28156,1485,14,1
2913,53,D,888,1573,523,28241,2251,18,0
2914,29,C,3105,9859,629,27158,1794,15,2
2915,20,D,2725,4026,445,28262,2182,14,1
2916,40,C,3665,9093,840,24533,2002,15,2
2917,32,E,7877,41895,1882,29211,1675,17,7
2918,39,C,3557,7285,965,25470,1961,14,2
2919,16,C,3245,9132,775,24397,1741,15,2
2920,53,A,5627,25034,938,20332,1298,14,5
2921,28,C,3624,10499,744,26054,1794,13,2
2922,41,E,8872,74798,2183,29229,1668,20,8
2923,24,E,7153,25607,1943,29556,1649,19,6
2924,48,E,8613,86715,1634,29321,1618,21,7
2925,50,A,4742,26967,926,16551,1683,16,4
2926,36,B,6859,13468,1392,22747,1148,18,6
2927,40,E,8635,71848,2365,29425,1562,21,8
2928,48,B,6394,22965,1338,22670,2324,13,5
2929,49,B,6905,28374,1253,23046,1599,21,6
2930,32,C,3307,9750,1093,25523,1959,17,2
2931,29,A,6199,50775,1136,19408,1546,16,5
2932,37,C,2741,3358,960,25717,1890,13,1
2933,39,B,8270,22850,1149,22506,1205,16,8
2934,29,C,2677,7113,733,26011,2720,15,0
2935,47,D,2096,5743,539,28142,1571,17,1
2936,44,E,7699,36897,1579,29737,1392,19,7
2937,45,C,3657,11276,708,26227,1432,15,3
2938,38,B,4142,9973,1004,23114,1779,13,3
2939,34,C,3736,4959,705,25305,1579,11,3
2940,56,A,4663,21930,1024,21692,1788,19,3
2941,31,C,3927,8953,861,25267,1620,15,3
2942,36,B,7066,14174,1265,22732,1848,20,6
2943,33,E,8746,82687,1493,29491,1864,20,7
2944,50,A,4901,22906,1059,20192,1469,18,4
2945,38,C,3388,183,990,25538,1463,16,2
2946,23,D,1604,3646,501,27897,1727,9,0
2947,51,C,3483,4572,869,25721,1524,16,2
2948,37,A,4495,12889,912,13850,1721,16,3
2949,38,B,6940,28976,1219,22819,2157,19,5
2950,32,A,5560,24407,1098,21676,2489,16,4
2951,41,A,5597,30783,920,14752,1648,16,4
2952,33,A,5368,6783,1055,15290,1523,21,4
2953,28,E,6912,53222,1975,29616,1497,20,6
2954,39,E,8491,48546,2203,29531,1240,17,8
2955,31,C,3069,8909,736,24364,1743,16,2
2956,52,E,7548,86530,1856,29599,1391,21,7
2957,44,D,3595,10353,584,28142,2353,14,2
2958,53,A,5100,19878,1128,17177,2331,16,3
2959,29,E,7788,37059,1823,29798,1227,16,7
2960,45,E,8697,76936,1767,29099,1965,23,7
2961,42,D,1955,5682,511,28271,1733,14,1
2962,20,E,7878,50142,1775,29216,1791,16,7
2963,29,E,9344,51821,1826,29852,2299,18,8
2964,41,C,3308,12478,529,26145,1745,13,2
2965,33,B,5828,22868,1016,23213,1194,16,5
2966,48,D,3799,8528,486,27932,1812,11,2
2967,38,C,3623,14291,849,26242,1797,14,2
2968,35,B,7609,22658,1261,22867,1320,20,7
2969,32,E,8713,52083,1794,29173,2171,19,7
2970,43,A,5612,33081,766,21149,2108,18,4
2971,43,B,6356,23464,1209,23271,2036,21,5
2972,28,C,4159,9671,796,26736,2104,14,3
2973,46,A,5008,33169,1187,20400,1768,13,4
2974,31,A,5557,18859,996,17092,1543,13,5
2975,54,B,6177,22490,1169,22809,2088,17,5
2976,58,E,9188,65357,1400,29374,1768,18,8
2977,49,C,3054,6970,748,24582,1893,15,2
2978,26,D,1134,3806,498,28144,1473,14,0
2979,68,D,3109,8467,536,28200,1601,16,2
2980,58,E,8480,69502,1797,29329,1544,20,7
2981,56,C,3179,8096,640,26471,1692,14,2
2982,25,A,4803,11422,818,14551,1610,17,4
2983,37,C,3764,8112,801,24523,2198,16,2
2984,39,B,7643,13227,1238,22737,1568,21,7
2985,42,A,4647,23392,734,21215,2038,16,3
2986,32,B,8428,20666,1221,22520,1259,21,8
2987,36,B,6558,13936,1369,23152,1109,17,6
2988,13,E,6589,68305,2043,29189,1588,22,6
2989,47,E,8426,47820,1365,29328,1537,17,7
2990,37,C,2889,5352,576,26226,1772,13,2
2991,41,E,8630,64120,1745,29463,1993,18,7
2992,30,D,2889,6407,597,28162,1120,13,2
2993,38,C,3862,8237,888,26243,1686,17,3
2994,37,A,4194,19695,739,19017,1472,17,3
2995,53,D,2999,5348,561,27892,1691,12,2
2996,28,B,6883,18322,1303,22799,1666,17,6
2997,48,E,7498,28269,1585,29547,2396,16,6
2998,49,D,1990,5398,648,27913,1333,14,1
2999,34,B,6860,22650,1202,23068,1919,17,5
3000,45,B,7545,30229,1120,22864,2163,20,6
3001,34,D,1710,4197,470,28214,2353,12,0
3002,39,D,2270,2522,331,28077,1261,14,2
3003,38,D,2097,2910,514,28212,1636,12,1
3004,36,C,2906,3527,625,26957,1690,16,2
3005,29,C,3189,8563,737,26668,2284,12,1
3006,39,D,1807,3208,513,27979,1564,9,1
3007,60,B,8048,29483,1241,22934,1030,15,8
3008,50,C,2905,6759,658,26913,2240,13,1
3009,28,B,5011,4388,1113,23063,1291,16,4
3010,45,C,3538,12539,700,26780,1626,13,2
3011,49,C,2319,6687,766,26209,1695,19,1
3012,46,C,3220,15275,947,25955,1295,15,2
3013,48,E,8449,82913,2044,29664,1368,19,8
3014,42,B,5504,13580,1078,22902,1740,15,4
3015,46,E,7804,55088,1591,29309,1984,18,6
3016,30,B,7637,28963,1116,23071,1978,19,6
3017,44,B,6122,28686,1126,22774,1353,18,5
3018,26,B,8196,14894,1248,22450,1678,17,7
3019,53,C,3882,9384,882,25395,2004,11,2
3020,30,C,2987,10795,772,26986,1522,15,2
3021,50,D,2254,4149,529,27888,1457,12,1
3022,57,B,6123,18403,1171,22715,875,20,6
3023,25,B,7489,13842,1425,22820,1154,14,7
3024,63,D,1686,2241,439,28123,1724,9,0
3025,49,B,8348,23461,1177,22668,2103,16,7
3026,49,D,2107,6812,432,28135,1741,9,1
3027,54,A,4680,27825,1305,15167,1190,19,4
3028,47,C,3356,2397,839,25580,1631,17,2
3029,47,C,3794,6721,769,26506,1987,15,2
3030,36,C,3615,6063,650,26094,1205,15,3
3031,36,C,3858,10112,774,25949,1723,14,3
3032,65,E,8143,34567,1931,29297,1297,19,7
3033,29,A,4320,29066,915,18081,1133,17,4
3034,36,A,5425,40658,1461,17847,1420,19,5
3035,22,B,6290,17303,1278,22642,1580,15,5
3036,39,A,6052,32768,939,21495,1133,15,5
3037,60,B,7359,32520,1215,22599,1987,19,6
3038,46,D,1264,2246,527,27913,1324,12,0
3039,26,C,3592,7969,915,25010,2447,15,2
3040,37,B,6534,18829,1081,22460,2248,18,5
3041,32,C,3258,11344,770,26303,1727,17,2
3042,47,E,8348,22944,1272,29577,1458,16,7
3043,30,E,7541,37491,1607,29299,1665,23,6
3044,36,B,6660,18447,1191,22697,1592,19,6
3045,35,E,8336,74456,1064,29838,1930,20,7
3046,56,E,9084,46140,1059,29292,2232,18,7
3047,41,E,8079,57421,1886,29821,2046,20,7
3048,35,B,6468,27827,1262,23056,1891,21,5
3049,59,E,6973,84911,2204,29498,1650,19,6
3050,41,E,6901,44390,1888,28894,1572,19,6
3051,37,E,7688,10550,1834,29372,1507,19,7
3052,42,E,6801,58888,1605,29513,1709,19,6
3053,68,B,6341,23644,1221,22684,1352,19,5
3054,32,E,7615,62074,1922,29699,1736,19,6
3055,57,E,8644,70633,1958,29250,1555,17,8
3056,36,E,8433,45611,1339,29042,1723,18,7
3057,26,A,5385,31359,833,20967,1427,17,4
3058,43,D,767,720,505,28146,1506,10,0
3059,40,D,2616,5984,540,28255,2343,16,1
3060,39,A,5634,38298,1193,12920,1663,14,4
3061,18,B,6432,21429,1263,22559,1579,19,5
3062,43,A,4794,31056,980,18307,1442,15,4
3063,36,B,6996,26663,1264,22706,2127,18,5
3064,41,A,5444,40691,1040,14987,1776,20,4
3065,57,D,3383,6373,553,28059,1447,13,2
3066,26,A,4131,16063,1033,18384,2149,14,2
3067,32,C,4038,5230,616,25071,2072,16,2
3068,45,C,3654,5083,941,25624,1352,16,3
3069,21,C,3254,8752,700,25070,1738,17,2
3070,30,C,3559,9244,920,25033,1710,18,2
3071,36,C,3481,10101,808,27056,2002,9,2
3072,38,E,7660,25962,2026,29810,2539,18,6
3073,43,A,4244,7029,730,12562,1553,16,3
3074,39,E,9235,52946,1987,28997,1811,18,8
3075,43,D,2331,3487,500,27891,1699,14,1
3076,54,D,2753,4451,488,27940,1906,11,1
3077,34,C,3402,13665,735,26973,2026,16,2
3078,30,A,4649,21679,1007,16769,1435,16,4
3079,38,B,6891,9467,1144,22540,2116,18,5
3080,36,B,6236,10332,1128,22816,1156,16,6
3081,36,A,5030,27057,770,13774,1147,14,4
3082,45,A,5571,21809,1116,19644,1123,14,5
3083,45,E,8492,24966,2440,29868,1801,19,7
3084,55,D,2787,5581,445,28008,1923,14,1
3085,42,A,5899,35676,1165,18067,2063,15,4
3086,36,B,7557,19219,1232,22714,2183,16,6
3087,32,A,5143,23283,694,18637,1393,15,4
3088,36,B,7364,14788,1184,22664,1506,22,6
3089,55,B,5538,24618,1288,22897,1769,19,4
3090,34,D,1695,4009,549,28048,2032,11,0
3091,48,D,2569,5583,478,28109,980,13,2
3092,43,E,6454,40341,1795,29832,2176,21,5
3093,40,B,5641,19831,1195,23048,1727,15,4
3094,38,E,7694,45568,1854,29820,2162,18,6
3095,42,C,3640,4396,653,25059,2001,14,2
3096,60,C,3484,7325,745,24479,1465,10,3
3097,43,E,8745,62847,1633,28938,2238,18,7
3098,37,E,7728,35654,1618,29656,2234,15,6
3099,45,C,3166,1375,704,24958,2138,16,2
3100,48,E,7099,42569,1521,29600,1735,20,6
3101,27,B,6978,28641,1197,23257,1361,12,6
3102,46,B,6420,17149,1176,23086,1450,18,5
3103,46,E,8232,42150,2158,29038,788,13,8
3104,49,B,5371,11445,1215,22743,2073,13,4
3105,25,A,4380,26806,1236,13284,2184,20,3
3106,55,C,3566,4981,769,26662,2040,13,2
3107,34,B,6291,6572,1114,22902,2366,15,4
3108,44,D,2577,5540,523,28092,1711,12,1
3109,38,B,7988,5732,1233,23074,1600,17,7
3110,51,D,2395,5050,505,28160,2052,13,1
3111,43,B,4421,14163,1132,23186,1586,16,3
3112,44,B,6546,19197,1240,22833,1459,15,6
3113,38,A,5357,35412,740,20259,1652,14,4
3114,39,B,7751,13591,1215,22421,1556,16,7
3115,32,E,8545,43603,1236,29470,1668,20,7
3116,46,A,4744,27892,802,13056,1518,16,4
3117,52,A,5755,38496,727,14586,2055,17,4
3118,44,A,4875,30910,1095,17743,1847,19,4
3119,40,B,6180,18601,1189,22606,1674,19,5
3120,22,A,5064,19114,1075,21736,1604,16,4
3121,50,E,6552,5422,2239,28897,2459,16,5
3122,36,C,3407,17307,807,26516,1843,14,2
3123,37,B,7281,18924,1274,23097,1220,18,7
3124,44,D,2910,5170,548,27960,1245,9,2
3125,27,C,3178,10131,856,24892,2039,17,2
3126,35,B,7890,14334,1161,22831,1107,17,7
3127,54,B,5971,7277,1177,22726,2131,21,4
3128,27,D,1949,6022,462,27888,2198,11,0
3129,45,C,3428,6853,761,26490,1267,15,3
3130,41,A,4368,30836,1049,17103,1064,15,4
3131,52,E,7658,44393,1499,29557,1665,17,6
3132,41,D,3207,9000,509,27969,1770,14,2
3133,32,D,2242,4017,553,28146,1702,12,1
3134,36,A,5053,33915,827,20492,1716,13,4
3135,37,E,7362,60321,1243,29391,1634,18,6
3136,53,A,5962,34088,1036,16983,2211,13,4
3137,36,B,7293,17366,1018,23192,1734,18,6
3138,53,B,8072,22241,1258,22451,1348,18,7
3139,38,E,8762,80605,1694,29632,1915,19,7
3140,48,B,10529,39607,1340,22664,1456,17,10
3141,58,E,7859,51913,1931,28896,1438,17,7
3142,28,D,2609,3621,483,28205,1648,10,1
3143,34,D,2469,3158,440,28183,2114,13,1
3144,25,C,3563,9490,847,26890,2227,18,2
3145,32,B,7191,12192,1452,23016,1826,16,6
3146,27,E,8383,74070,2046,29043,1707,21,7
3147,50,C,2767,4962,829,24836,2315,10,1
3148,40,D,2247,2858,506,28020,2287,6,0
3149,41,B,7528,39061,1168,22524,1830,14,6
3150,33,A,5000,15509,747,13595,862,19,5
3151,31,B,8327,22835,1102,23165,1788,17,7
3152,37,D,2239,4702,523,28224,1132,12,2
3153,46,B,7400,45078,1015,23205,1571,17,6
3154,46,C,4127,7715,665,25784,1434,14,3
3155,51,C,3598,4069,848,24620,2175,12,2
3156,19,B,6978,21357,1226,23185,1923,17,6
3157,44,D,3436,6214,471,28016,1163,15,3
3158,45,B,6343,6359,1309,22801,1637,16,5
3159,40,A,4422,24635,938,20475,1299,18,4
3160,55,C,3465,8275,666,25323,2406,16,2
3161,41,B,6667,18270,1015,22979,1734,19,5
3162,34,D,2412,4431,499,27981,2070,12,1
3163,22,D,1884,2687,536,27896,1873,13,1
3164,38,D,2240,4568,561,28235,1539,14,1
3165,44,B,8219,22296,1235,23215,1139,15,8
3166,25,A,5038,20405,1079,15805,1037,22,5
3167,30,E,8035,38988,1315,28891,1626,19,7
3168,53,B,7610,22749,1202,23260,1621,21,6
3169,40,B,6069,14860,1246,23188,1353,19,5
3170,25,B,7151,34995,1358,22798,1303,14,6
3171,38,B,7143,5913,1149,23043,1004,19,7
3172,62,C,3949,4774,1039,26799,1664,12,3
3173,31,D,3216,7180,459,28160,1371,13,2
3174,47,B,7841,5969,1161,22978,1723,20,7
3175,33,B,5755,33210,1168,23120,1513,18,5
3176,47,C,3385,2752,667,27019,1707,11,2
3177,34,A,4895,15717,1121,15383,2664,17,3
3178,30,B,4537,12658,1228,22658,1417,18,4
3179,32,E,7919,54167,1759,29087,2150,20,6
3180,37,C,3785,12354,994,25512,1164,17,3
3181,15,A,5128,26524,860,14878,1617,18,4
3182,36,E,7076,73704,1689,29565,2263,20,5
3183,48,C,3605,7312,589,25155,1872,17,2
3184,34,A,4392,12491,953,18856,1121,17,4
3185,45,B,6935,8216,1377,22941,1570,19,6
3186,35,A,4996,20904,1336,16345,1400,18,4
3187,27,D,2384,3422,508,27910,1852,14,1
3188,41,C,2913,411,752,24532,1647,15,2
3189,30,A,5009,27510,1299,14140,1466,20,4
3190,42,C,4442,7512,775,25737,1371,13,4
3191,47,E,7191,55604,1496,29715,1686,15,6
3192,20,E,7921,15856,1482,29640,1800,17,7
3193,36,C,3805,2850,855,25292,2371,14,2
3194,36,A,4709,28149,1594,15683,1540,12,4
3195,31,B,7074,20380,1265,22490,2114,18,5
3196,38,A,5038,24537,1125,20750,1816,19,4
3197,38,D,3013,5934,452,28243,2100,15,1
3198,40,E,8009,84868,1825,29273,1629,19,7
3199,23,D,2974,6457,555,28017,1651,13,2
3200,26,E,8474,3296,1116,29369,2131,17,7
3201,47,B,6072,24739,1313,22751,1339,16,5
3202,59,E,6865,19409,1856,28908,942,20,6
3203,54,C,3930,5593,788,26213,1741,15,3
3204,52,C,3775,4427,657,24719,1471,15,3
3205,31,A,5300,10808,793,12434,1987,16,4
3206,43,B,5558,16934,1330,22586,2048,23,4
3207,47,C,3598,12564,861,24705,2000,15,2
3208,37,E,8015,50763,1721,29007,1847,22,7
3209,25,D,1524,3556,526,28160,2287,11,0
3210,36,B,7364,16176,1312,22794,1768,15,6
3211,45,B,6562,16119,1114,22652,1715,19,5
3212,47,A,5574,28590,671,21403,1714,15,4
3213,27,A,5122,42917,998,18613,1948,18,4
3214,60,E,7587,56926,1927,29691,1548,18,7
3215,53,D,2553,4761,483,28265,1917,11,1
3216,42,D,2684,4407,568,27876,1625,11,2
3217,36,E,7338,27347,1746,29669,1366,20,6
3218,54,B,8029,22286,1320,23038,1335,18,7
3219,32,B,7399,16149,1304,23204,1744,20,6
3220,43,A,4285,12901,889,16810,1395,13,3
3221,40,E,8523,31811,1635,29232,2069,18,7
3222,28,E,8776,42649,2032,29425,1841,23,7
3223,35,B,5325,22714,1229,22777,1500,17,4
3224,29,D,2591,5902,440,28049,1766,17,1
3225,37,D,2990,6854,524,28079,2387,12,1
3226,25,D,1331,2535,391,28234,1801,13,0
3227,37,A,4879,30854,991,20326,1313,15,4
3228,60,A,5438,25686,1026,15770,1535,14,4
3229,60,C,4411,19576,800,26987,1469,13,3
3230,11,A,4688,19448,920,21451,1322,14,4
3231,48,D,2586,3398,531,28073,1039,14,2
3232,40,A,4267,16577,1161,21354,1581,18,3
3233,45,D,3451,8072,534,28268,1688,10,2
3234,25,D,2610,5686,392,28220,1886,14,1
3235,51,B,7245,22602,1114,23124,1907,20,6
3236,34,A,5192,30552,1258,12924,1931,17,4
3237,43,C,3271,11315,770,24580,2154,15,2
3238,37,D,2309,5680,454,28208,1185,16,2
3239,51,E,7058,27635,1646,29207,1694,24,6
3240,12,B,7852,24810,1198,23255,1789,16,7
3241,52,C,3131,7568,978,25931,1491,13,2
3242,25,A,3986,13340,986,12333,1466,15,3
3243,26,A,5290,19558,954,20167,1198,17,5
3244,41,A,4875,21964,1209,18522,1827,16,4
3245,42,E,7954,59500,2121,29637,1725,17,7
3246,51,E,7872,61568,2016,29570,2173,19,6
3247,38,C,3128,4096,711,24918,1683,18,2
3248,40,B,5766,21745,1226,22541,1232,19,5
3249,45,A,5358,21886,653,14328,1741,15,4
3250,43,D,2324,3823,550,28035,1701,11,1
3251,34,A,5512,30158,1162,21131,2259,15,4
3252,32,E,8133,49016,1878,29305,2257,17,6
3253,53,B,6480,16960,1200,22880,1981,17,5
3254,36,D,3929,7620,539,28200,1508,13,3
3255,34,C,3620,3851,708,24400,1781,16,2
3256,44,A,4366,19892,1057,21120,1299,14,4
3257,51,D,1759,3095,609,27968,2110,10,0
3258,44,D,2242,6588,538,27903,1446,15,1
3259,47,C,3336,6223,684,27233,1785,17,2
3260,36,E,8872,76036,1723,29570,1369,20,8
3261,62,D,2525,5934,466,27887,1856,12,1
3262,46,A,4468,33076,756,21211,2126,16,3
3263,49,B,6769,21510,1138,22438,2409,16,5
3264,41,E,7554,13457,1706,29755,1826,20,6
3265,30,A,5775,26995,910,20138,1993,15,4
3266,35,A,4629,3258,869,14717,1654,19,3
3267,51,A,4389,28503,1035,20067,1661,15,3
3268,19,D,3584,6097,452,28012,1743,14,2
3269,50,E,8294,62058,1639,29597,1838,19,7
3270,31,B,7462,19079,1289,22650,1901,19,6
3271,47,C,2944,4091,874,25738,1234,17,2
3272,27,B,5806,21744,1190,23072,1438,17,5
3273,33,C,2990,5815,933,24823,2075,14,1
3274,41,C,4054,13013,885,24551,1339,14,3
3275,52,B,6337,11825,1170,22551,1784,19,5
3276,47,C,3552,2748,789,25585,2007,14,2
3277,32,D,3239,8255,507,28190,2368,14,1
3278,48,E,8476,28895,1616,29070,1627,20,7
3279,35,A,4888,27854,882,21305,1526,19,4
3280,58,B,7789,12116,1283,22703,1603,22,7
3281,54,D,2521,5166,489,28246,2047,7,1
3282,54,B,6591,32687,1077,23167,1701,15,5
3283,35,C,3002,8408,634,24806,1824,18,2
3284,24,D,2452,2852,536,28106,2172,14,1
3285,52,C,3176,4690,723,26289,1444,17,2
3286,47,E,7306,28357,1699,29080,1396,21,6
3287,32,B,5302,8655,1373,23205,1335,18,4
3288,49,A,4382,20735,685,12179,1988,18,3
3289,47,D,2539,5180,501,28222,2068,14,1
3290,36,D,2107,5498,505,28029,1675,8,1
3291,56,A,5176,21413,1103,19498,1653,15,4
3292,45,E,7033,34744,1146,29298,1782,19,6
3293,23,E,7467,53512,1192,29220,1495,15,6
3294,46,C,3431,2555,1027,25889,1744,14,2
3295,32,D,1892,4280,439,28039,1435,15,1
3296,37,B,6316,29778,1295,23173,1210,20,6
3297,42,D,2739,3202,509,28035,1454,11,2
3298,40,A,5524,28502,987,21000,1768,14,4
3299,57,A,4513,21211,1152,14515,2047,15,3
3300,53,D,3084,7283,518,28176,1974,12,2
3301,61,C,3485,5068,677,26483,1982,16,2
3302,60,D,2663,6456,522,28075,1661,14,2
3303,32,D,1483,2870,494,27942,2014,9,0
3304,49,C,4071,7316,803,26298,1502,16,3
3305,48,E,7768,18318,1895,29798,2283,22,6
3306,36,B,8039,17789,1112,23066,1677,15,7
3307,49,E,8700,61868,1421,29839,1714,17,7
3308,15,D,2913,7412,530,27998,1859,11,2
3309,18,C,3693,5653,807,26834,1860,11,2
3310,38,C,3383,11654,821,24591,1498,13,2
3311,28,C,3927,2261,931,24705,1656,16,3
3312,28,D,3579,7019,456,28089,1647,17,2
3313,50,D,2526,4696,490,28227,1515,14,2
3314,48,E,7897,44106,2454,29199,1582,17,7
3315,55,D,3626,5284,559,28132,946,11,3
3316,40,E,8146,23137,1264,29846,1433,19,7
3317,49,E,9480,19046,1431,29749,1169,18,9
3318,45,E,7886,48114,1257,29092,1563,18,7
3319,40,A,5149,30146,1201,12705,1576,14,4
3320,31,A,5350,14594,841,20522,2295,13,4
3321,40,B,7489,27104,1140,22703,1553,18,6
3322,25,B,6301,19616,1047,22716,1724,17,5
3323,16,D,1467,3551,449,28188,2019,11,0
3324,26,E,8890,73126,1809,29623,955,19,8
3325,34,D,2310,3567,452,27885,1456,14,1
3326,39,C,3807,13613,696,26834,1598,16,3
3327,31,E,7812,61242,1204,29291,1992,18,6
3328,48,A,5025,30029,1080,15375,1737,16,4
3329,33,A,5069,19166,816,14481,1426,13,4
3330,41,C,3825,7058,869,25124,1554,15,3
3331,43,E,7466,87253,1570,29804,1715,15,6
3332,32,A,5195,31022,754,19003,1861,18,4
3333,40,B,8869,30894,1095,22515,1700,16,8
3334,50,B,5680,20548,1143,22470,1864,18,4
3335,48,D,2304,6376,526,28089,783,14,2
3336,31,B,5525,12041,1306,23029,1831,15,4
3337,51,D,2806,6673,519,27992,1713,15,2
3338,62,D,2825,5762,381,28198,1629,11,2
3339,35,B,5197,22296,1135,22985,1624,17,4
3340,43,C,3345,6957,744,24891,1557,15,2
3341,49,C,3250,1943,791,27210,1576,16,2
3342,49,D,2554,7993,567,28221,1679,9,1
3343,48,E,8731,46004,1613,29694,1670,20,8
3344,52,D,3557,7544,516,28250,1957,13,2
3345,34,E,7423,40792,1705,29605,1925,19,6
3346,31,A,5178,14967,1114,18678,1913,19,4
3347,38,E,8516,31175,1702,29199,1760,19,7
3348,33,D,2191,7190,493,28222,1150,12,2
3349,35,C,2958,4878,609,24603,1792,14,2
3350,36,A,4803,23348,1007,17796,1927,18,3
3351,32,B,7368,19299,1226,22639,1538,15,6
3352,48,B,6596,15386,1389,22828,1604,20,5
3353,39,D,2070,5288,460,28223,2258,10,0
3354,53,C,3002,6670,790,25914,2095,16,1
3355,47,A,5163,30691,1155,20943,1906,17,4
3356,64,B,8061,30958,1355,23058,1965,16,7
3357,48,C,4139,13374,934,24437,1665,18,3
3358,41,D,1249,2242,442,28124,1971,9,0
3359,51,A,5250,7559,819,18854,2337,15,3
3360,45,D,2062,4201,477,27985,1609,14,1
3361,38,D,2036,4121,437,27960,1311,13,1
3362,46,B,8296,36763,1173,22543,1398,23,7
3363,49,A,5228,27969,1034,21934,2013,15,4
3364,48,E,8917,33119,1612,29818,2518,15,7
3365,34,E,7851,78534,1310,28930,1785,18,7
3366,44,A,4536,29310,1092,21682,1301,19,4
3367,57,D,1379,2033,474,27958,1639,11,0
3368,45,A,4833,34335,1232,15429,2058,16,3
3369,47,C,3700,17785,970,27102,2171,14,2
3370,44,C,3317,6296,667,26520,2171,15,2
3371,50,D,2734,5331,525,28187,2085,15,1
3372,48,A,4279,30313,946,15234,1570,14,3
3373,38,C,3584,901,748,25417,1928,13,2
3374,51,A,4580,23031,963,21374,1687,19,3
3375,51,A,4821,26920,670,20932,1765,15,4
3376,31,B,5843,16314,1346,22782,1548,20,5
3377,34,B,7859,37211,1041,22883,1902,18,6
3378,35,C,3836,8390,747,25767,1221,16,3
3379,29,A,5335,12972,1099,13512,2174,18,4
3380,33,B,5883,8595,1140,22805,1320,20,5
3381,44,D,3056,7656,497,27939,1114,14,2
3382,34,E,8035,77938,1717,29180,2158,19,6
3383,45,E,8667,30290,1815,29282,910,16,8
3384,23,D,2203,4883,525,28137,1661,15,1
3385,45,A,4661,16570,916,18576,1744,19,3
3386,33,B,6423,24502,1309,22934,2028,21,5
3387,37,C,3410,4405,676,25838,1008,9,3
3388,33,E,8180,62327,981,29484,2131,18,7
3389,41,B,7263,20107,1202,22938,1727,20,6
3390,38,E,7584,48922,1747,29352,1446,21,7
3391,35,D,2683,4470,522,28029,1774,12,1
3392,42,D,2090,4676,447,28073,1562,15,1
3393,56,C,3219,5460,557,25209,2345,14,1
3394,46,B,7439,19298,1088,23164,1926,16,6
3395,49,C,3473,544,891,24987,1786,13,2
3396,23,A,5058,42329,813,14970,1775,14,4
3397,48,B,7228,11288,1034,22506,2149,21,6
3398,49,A,4127,20003,666,19118,1490,17,3
3399,40,D,3360,3525,517,28090,1782,11,2
3400,27,D,3063,4875,455,28168,1646,12,2
3401,45,E,8183,64835,1433,29851,1647,20,7
3402,38,B,7025,25091,1156,22956,1656,18,6
3403,44,B,4690,13472,1088,22707,1642,15,4
3404,19,C,2876,6771,1003,27114,1922,16,1
3405,56,D,2388,2517,536,27883,1951,12,1
3406,33,D,2636,6681,471,27893,2320,15,1
3407,27,B,7245,23046,1126,23011,1998,17,6
3408,41,C,2884,8823,846,24347,2183,15,1
3409,50,A,4457,9855,595,13489,1151,17,4
3410,38,D,1642,3349,547,28236,1128,13,1
3411,49,B,6287,16255,1141,22910,1332,18,5
3412,39,D,1968,3089,488,28020,1761,12,1
3413,45,B,9020,47817,1245,22836,1511,20,8
3414,29,D,2151,2747,582,28116,2439,8,0
3415,35,B,7161,18714,1279,22959,1819,15,6
3416,31,C,3441,6637,955,25916,1725,11,2
3417,35,B,7525,10302,1306,22551,1894,18,6
3418,39,D,3603,8884,485,27985,1293,12,3
3419,44,C,2702,4916,668,25828,2186,16,1
3420,26,D,2803,6129,516,28189,1548,10,2
3421,35,A,4702,33137,979,18101,2509,16,3
3422,19,E,8982,102257,1841,29320,1299,21,8
3423,41,C,3005,9101,899,24738,1883,17,2
3424,51,C,3256,11231,908,24542,1341,16,2
3425,46,C,3355,7605,840,25778,1075,10,3
3426,24,B,6704,18679,1156,23037,2094,15,5
3427,49,E,7751,50351,1964,29120,1497,17,7
3428,40,E,7806,52140,1534,29851,1411,18,7
3429,26,E,8285,16192,1722,29843,1850,20,7
3430,46,D,3985,8050,530,28083,1447,13,3
3431,31,B,6220,24952,1236,23152,2142,18,5
3432,33,E,8835,63913,2215,29463,1798,15,8
3433,31,E,8079,16212,1915,29093,1785,21,7
3434,28,A,5111,14602,919,17477,1500,21,4
3435,39,B,6176,13087,1171,22820,1996,17,5
3436,46,E,7294,25924,1431,29265,1740,16,6
3437,63,C,2961,7192,828,25451,1390,14,2
3438,32,A,4935,23944,1031,16320,1298,16,4
3439,40,A,5466,30719,912,15637,1435,19,5
3440,48,D,3306,7234,537,28209,1865,13,2
